; Output from TEXES Zonal Mean Study
; Brunt Vaisala Frequency [10!u-3!n s!u-1!n]
; 
; Latitudes [centric]: nlat=          61
; Pressure [atm]: npro=         120
; Data: nlat x npro:           61 x          120
; 
; Latitude:
      -26.493814      -25.573445      -24.656751      -23.743531      -22.833857
      -21.927519      -21.025936      -20.125829      -19.228796      -18.334626
      -17.444886      -16.554292      -15.667881      -14.783838      -13.902120
      -13.022338      -12.146644      -11.270870      -10.396733      -9.5241894
      -8.6530824      -7.7832890      -6.9172461      -6.0470711      -5.1832308
      -4.3205584      -3.4523417      -2.5946443      -1.7272873     -0.86969983
       0.0000000      0.85817913       1.7247304       2.5863828       3.4509497
       4.3138356       5.1818104       6.0483367       6.9157878       7.7823244
       8.6520559       9.5213134       10.393852       11.267984       12.143838
       13.021460       13.901151       14.782954       15.666996       16.553317
       17.442215       18.333644       19.227811       20.124931       21.023503
       21.925168       22.831587       23.742621       24.655744       25.573811
       26.494275
; 
; Pressure:
      9.87170      8.62120      7.52910      6.57540      5.74240      5.01500
      22.9829      22.5751      22.2044      21.7754      21.3111      20.9968
      20.8609      20.8787      21.1591      21.7755      22.6708      23.5765
      24.4341      25.0972      25.4856      25.5538      25.4311      25.1922
      24.8400      24.5054      24.1881      23.9892      24.1718      23.8496
      25.3882
      23.7091      23.8750      23.9905      24.1036      24.2142      24.2950
      24.3721      24.3632      24.3578      24.3033      24.2226      24.1491
      24.1927      24.2124      24.2803      24.3001      24.1204      23.6609
      23.1362      22.5405      22.1266      21.9827      22.1283      22.4914
      22.9306      23.2324      23.5210      23.7384      23.8482      23.9166
      24.0219      24.0040      23.8825      23.6801      23.5136      23.2705
      22.9145      22.5656      22.2454      21.8708      21.4869      21.2568
      21.1720      21.2137      21.4727      22.0187      22.8208      23.6544
      24.4461      25.0663      25.4410      25.5058      25.3862      25.1784
      24.8744      24.5887      24.3474      24.2197      24.4032      24.2111
      25.4807
      23.6960      23.8306      23.9534      24.0456      24.1249      24.1578
      24.1983      24.1684      24.1462      24.0937      24.0277      23.9642
      23.9971      24.0254      24.1004      24.1357      23.9874      23.6048
      23.1528      22.6308      22.2624      22.1474      22.2798      22.5842
      22.9456      23.1783      23.3912      23.5461      23.6136      23.6514
      23.7368      23.7315      23.6368      23.4889      23.3840      23.2024
      22.9110      22.6281      22.3629      22.0528      21.7567      21.6129
      21.5817      21.6480      21.8818      22.3446      23.0292      23.7651
      24.4621      25.0159      25.3563      25.4165      25.3058      25.1425
      24.8991      24.6797      24.5241      24.4740      24.6505      24.5989
      25.5537
      23.5765      23.6762      23.7998      23.8684      23.9200      23.9127
      23.9151      23.8673      23.8283      23.7719      23.7151      23.6584
      23.6748      23.7072      23.7839      23.8264      23.7111      23.4097
      23.0396      22.6036      22.2959      22.2147      22.3334      22.5744
      22.8550      23.0139      23.1484      23.2406      23.2628      23.2626
      23.3273      23.3326      23.2647      23.1764      23.1388      23.0190
      22.7980      22.5846      22.3717      22.1255      21.9180      21.8547
      21.8745      21.9688      22.1766      22.5498      23.1074      23.7268
      24.3120      24.7820      25.0811      25.1309      25.0350      24.9196
      24.7427      24.5916      24.5266      24.5542      24.7170      24.8092
      25.4280
      23.4377      23.5055      23.6209      23.6638      23.6852      23.6394
      23.6049      23.5389      23.4789      23.4150      23.3642      23.3081
      23.3022      23.3355      23.4072      23.4518      23.3675      23.1499
      22.8654      22.5260      22.2883      22.2471      22.3545      22.5305
      22.7263      22.8099      22.8661      22.8947      22.8745      22.8424
      22.8872      22.9022      22.8608      22.8308      22.8569      22.7951
      22.6449      22.5023      22.3404      22.1572      22.0407      22.0546
      22.1222      22.2433      22.4216      22.6994      23.1176      23.6113
      24.0736      24.4499      24.7017      24.7477      24.6661      24.6012
      24.4962      24.4126      24.4317      24.5284      24.6751      24.8826
      25.1968
      23.4338      23.4540      23.5674      23.5849      23.5815      23.4989
      23.4322      23.3455      23.2647      23.1878      23.1361      23.0726
      23.0378      23.0610      23.1188      23.1611      23.1075      22.9766
      22.7815      22.5467      22.3867      22.3909      22.4904      22.6079
      22.7210      22.7376      22.7146      22.6776      22.6174      22.5591
      22.5817      22.6118      22.6033      22.6305      22.7134      22.7099
      22.6275      22.5488      22.4333      22.3080      22.2728      22.3520
      22.4601      22.6033      22.7537      22.9391      23.2187      23.5815
      23.9185      24.1994      24.3978      24.4366      24.3742      24.3586
      24.3243      24.3098      24.4052      24.5619      24.6902      24.9977
      25.0304
      23.5609      23.5416      23.6429      23.6379      23.6101      23.4949
      23.4015      23.2954      23.1909      23.0977      23.0368      22.9567
      22.8839      22.8862      22.9203      22.9553      22.9297      22.8852
      22.7828      22.6612      22.5878      22.6440      22.7400      22.8068
      22.8434      22.8002      22.7021      22.6085      22.5139      22.4350
      22.4367      22.4842      22.5057      22.5850      22.7144      22.7607
      22.7395      22.7164      22.6428      22.5701      22.6045      22.7333
      22.8696      23.0252      23.1435      23.2451      23.3960      23.6336
      23.8490      24.0372      24.1827      24.2128      24.1695      24.2001
      24.2307      24.2768      24.4348      24.6394      24.7477      25.1315
      24.9275
      23.5215      23.4638      23.5486      23.5253      23.4803      23.3466
      23.2367      23.1208      22.9943      22.8823      22.8066      22.7041
      22.5860      22.5633      22.5683      22.5894      22.5877      22.6224
      22.6061      22.5920      22.6005      22.7045      22.8014      22.8272
      22.8002      22.7149      22.5588      22.4222      22.3037      22.2166
      22.1997      22.2586      22.3041      22.4234      22.5825      22.6663
      22.6966      22.7182      22.6795      22.6488      22.7354      22.8953
      23.0434      23.1992      23.2866      23.3181      23.3594      23.4907
      23.6007      23.7037      23.7989      23.8194      23.7896      23.8562
      23.9411      24.0335      24.2348      24.4677      24.5586      24.9762
      24.6211
      23.0241      22.9262      23.0083      22.9746      22.9228      22.7782
      22.6603      22.5381      22.3940      22.2665      22.1735      22.0515
      21.8952      21.8453      21.8202      21.8287      21.8457      21.9428
      21.9995      22.0766      22.1558      22.2960      22.3943      22.3899
      22.3183      22.2030      22.0103      21.8437      21.7161      21.6261
      21.6000      21.6646      21.7286      21.8703      22.0436      22.1482
      22.2164      22.2717      22.2605      22.2601      22.3814      22.5590
      22.7092      22.8574      22.9190      22.8980      22.8517      22.8945
      22.9246      22.9625      23.0181      23.0326      23.0196      23.1108
      23.2351      23.3589      23.5846      23.8253      23.8991      24.3160
      23.8741
      22.6229      22.5037      22.5646      22.5205      22.4609      22.3090
      22.1837      22.0542      21.8961      21.7499      21.6400      21.4975
      21.3086      21.2256      21.1698      21.1638      21.1956      21.3460
      21.4710      21.6313      21.7747      21.9510      22.0518      22.0255
      21.9226      21.7885      21.5682      21.3815      21.2511      21.1640
      21.1314      21.2029      21.2832      21.4382      21.6135      21.7282
      21.8216      21.8959      21.9034      21.9231      22.0657      22.2460
      22.3910      22.5289      22.5686      22.5109      22.4008      22.3733
      22.3395      22.3284      22.3505      22.3582      22.3556      22.4601
      22.6100      22.7536      22.9843      23.2224      23.2785      23.6729
      23.1793
      22.5248      22.3881      22.4250      22.3706      22.3022      22.1481
      22.0189      21.8802      21.7104      21.5477      21.4172      21.2541
      21.0368      20.9176      20.8290      20.8067      20.8504      21.0435
      21.2304      21.4663      21.6667      21.8731      21.9785      21.9397
      21.8120      21.6700      21.4301      21.2317      21.1009      21.0234
      20.9853      21.0644      21.1573      21.3202      21.4889      21.6080
      21.7175      21.8003      21.8195      21.8517      22.0001      22.1687
      22.3018      22.4239      22.4420      22.3578      22.2017      22.1173
      22.0312      21.9810      21.9733      21.9718      21.9736      22.0828
      22.2425      22.3914      22.6055      22.8208      22.8598      23.1886
      22.7319
      22.2597      22.1111      22.1278      22.0686      21.9973      21.8450
      21.7179      21.5773      21.4003      21.2284      21.0797      20.8982
      20.6577      20.5041      20.3840      20.3469      20.3988      20.6192
      20.8546      21.1481      21.3932      21.6207      21.7308      21.6840
      21.5401      21.3932      21.1464      20.9465      20.8249      20.7598
      20.7217      20.8041      20.9043      21.0671      21.2215      21.3374
      21.4541      21.5400      21.5655      21.6059      21.7507      21.8989
      22.0111      22.1112      22.1084      22.0051      21.8184      21.6923
      21.5709      21.4937      21.4648      21.4556      21.4599      21.5624
      21.7191      21.8650      22.0569      22.2424      22.2711      22.5199
      22.1430
      21.9102      21.7638      21.7565      21.6945      21.6219      21.4782
      21.3573      21.2179      21.0400      20.8606      20.6922      20.4929
      20.2388      20.0540      19.9085      19.8623      19.9209      20.1538
      20.4242      20.7567      21.0298      21.2713      21.3881      21.3411
      21.1955      21.0553      20.8121      20.6153      20.5065      20.4547
      20.4174      20.5007      20.6073      20.7627      20.8977      21.0049
      21.1206      21.2031      21.2295      21.2695      21.4035      21.5240
      21.6054      21.6805      21.6591      21.5446      21.3438      21.2023
      21.0652      20.9829      20.9467      20.9356      20.9367      21.0264
      21.1652      21.2986      21.4615      21.6161      21.6356      21.8129
      21.5111
      21.5841      21.4380      21.4102      21.3484      21.2763      21.1470
      21.0349      20.8961      20.7166      20.5280      20.3393      20.1279
      19.8682      19.6617      19.5029      19.4505      19.5116      19.7464
      20.0343      20.3861      20.6737      20.9202      21.0430      21.0043
      20.8681      20.7457      20.5169      20.3324      20.2399      20.2025
      20.1650      20.2476      20.3540      20.4955      20.6054      20.7002
      20.8093      20.8817      20.9057      20.9421      21.0571      21.1465
      21.1985      21.2496      21.2172      21.1057      20.9107      20.7734
      20.6386      20.5664      20.5312      20.5194      20.5134      20.5811
      20.6903      20.7986      20.9212      21.0341      21.0379      21.1368
      20.8992
      21.2311      21.0807      21.0335      20.9741      20.9047      20.7893
      20.6851      20.5442      20.3622      20.1677      19.9673      19.7502
      19.4976      19.2795      19.1136      19.0557      19.1167      19.3409
      19.6303      19.9850      20.2737      20.5178      20.6471      20.6222
      20.5024      20.4025      20.1992      20.0327      19.9599      19.9378
      19.9041      19.9798      20.0798      20.2032      20.2881      20.3658
      20.4618      20.5225      20.5407      20.5695      20.6640      20.7255
      20.7549      20.7902      20.7577      20.6623      20.4913      20.3673
      20.2457      20.1866      20.1532      20.1352      20.1180      20.1484
      20.2152      20.2860      20.3639      20.4319      20.4181      20.4473
      20.2552
      20.8636      20.7231      20.6486      20.5904      20.5211      20.4188
      20.3249      20.1849      20.0043      19.8086      19.6023      19.3856
      19.1475      18.9274      18.7621      18.7052      18.7637      18.9674
      19.2473      19.5896      19.8681      20.1047      20.2379      20.2268
      20.1290      20.0522      19.8763      19.7300      19.6774      19.6703
      19.6402      19.7109      19.8054      19.9116      19.9722      20.0355
      20.1121      20.1583      20.1696      20.1917      20.2677      20.3052
      20.3142      20.3339      20.3021      20.2218      20.0804      19.9745
      19.8733      19.8295      19.7978      19.7714      19.7400      19.7280
      19.7435      19.7710      19.8021      19.8272      19.7958      19.7715
      19.6150
      20.3752      20.2401      20.1503      20.0946      20.0262      19.9387
      19.8538      19.7174      19.5401      19.3493      19.1412      18.9312
      18.7123      18.4996      18.3401      18.2850      18.3384      18.5177
      18.7788      19.0989      19.3603      19.5827      19.7144      19.7160
      19.6390      19.5841      19.4365      19.3111      19.2750      19.2789
      19.2531      19.3167      19.4072      19.4966      19.5372      19.5849
      19.6477      19.6818      19.6878      19.7080      19.7704      19.7796
      19.7641      19.7636      19.7279      19.6559      19.5459      19.4596
      19.3835      19.3536      19.3256      19.2899      19.2417      19.1876
      19.1534      19.1359      19.1344      19.1342      19.0910      19.0576
      18.8871
      19.8464      19.7129      19.6102      19.5545      19.4873      19.4149
      19.3385      19.2069      19.0373      18.8553      18.6503      18.4483
      18.2482      18.0452      17.8942      17.8415      17.8884      18.0418
      18.2788      18.5705      18.8091      19.0142      19.1438      19.1553
      19.0947      19.0580      18.9366      18.8309      18.8093      18.8230
      18.7992      18.8536      18.9370      19.0110      19.0361      19.0736
      19.1271      19.1541      19.1585      19.1752      19.2237      19.2010
      19.1565      19.1329      19.0893      19.0202      18.9384      18.8697
      18.8144      18.7945      18.7698      18.7264      18.6648      18.5685
      18.4868      18.4313      18.4107      18.3974      18.3537      18.3435
      18.1352
      19.4042      19.2836      19.1624      19.1062      19.0387      18.9762
      18.9107      18.7864      18.6270      18.4521      18.2532      18.0591
      17.8783      17.6863      17.5483      17.4995      17.5407      17.6674
      17.8797      18.1398      18.3533      18.5385      18.6617      18.6785
      18.6308      18.6066      18.5076      18.4210      18.4127      18.4328
      18.4106      18.4573      18.5317      18.5912      18.6043      18.6352
      18.6805      18.7020      18.7053      18.7196      18.7549      18.7009
      18.6268      18.5768      18.5235      18.4557      18.3995      18.3484
      18.3136      18.3006      18.2727      18.2206      18.1464      18.0158
      17.8945      17.8118      17.7764      17.7537      17.7104      17.7177
      17.4847
      19.0916      18.9808      18.8499      18.7930      18.7257      18.6718
      18.6117      18.4919      18.3404      18.1723      17.9795      17.7962
      17.6367      17.4621      17.3384      17.2933      17.3285      17.4311
      17.6130      17.8382      18.0271      18.1897      18.3036      18.3249
      18.2914      18.2760      18.1995      18.1272      18.1319      18.1566
      18.1350      18.1718      18.2402      18.2837      18.2860      18.3114
      18.3514      18.3689      18.3743      18.3882      18.4126      18.3309
      18.2266      18.1489      18.0870      18.0184      17.9863      17.9526
      17.9378      17.9294      17.8998      17.8383      17.7497      17.5958
      17.4443      17.3362      17.2873      17.2602      17.2112      17.2282
      16.9740
      18.9257      18.8123      18.6768      18.6160      18.5460      18.4988
      18.4432      18.3268      18.1832      18.0266      17.8424      17.6688
      17.5286      17.3722      17.2625      17.2223      17.2504      17.3283
      17.4810      17.6691      17.8304      17.9716      18.0778      18.1019
      18.0812      18.0748      18.0197      17.9610      17.9753      17.9997
      17.9767      18.0007      18.0599      18.0895      18.0872      18.1108
      18.1478      18.1664      18.1742      18.1876      18.2027      18.0936
      17.9604      17.8569      17.7847      17.7122      17.7055      17.6865
      17.6880      17.6821      17.6521      17.5815      17.4830      17.3072
      17.1257      16.9921      16.9331      16.8989      16.8516      16.8783
      16.6243
      18.8014      18.6946      18.5475      18.4830      18.4083      18.3665
      18.3138      18.2017      18.0639      17.9172      17.7405      17.5785
      17.4574      17.3206      17.2258      17.1912      17.2138      17.2685
      17.3928      17.5453      17.6799      17.7991      17.8936      17.9170
      17.9055      17.9032      17.8662      17.8210      17.8428      17.8658
      17.8428      17.8537      17.9030      17.9187      17.9141      17.9383
      17.9760      17.9958      18.0092      18.0234      18.0307      17.9015
      17.7521      17.6272      17.5433      17.4620      17.4697      17.4548
      17.4644      17.4598      17.4274      17.3521      17.2452      17.0494
      16.8366      16.6834      16.6113      16.5737      16.5364      16.5865
      16.3402
      18.6744      18.5698      18.4167      18.3471      18.2693      18.2322
      18.1808      18.0740      17.9453      17.8078      17.6391      17.4910
      17.3891      17.2714      17.1932      17.1641      17.1809      17.2154
      17.3122      17.4308      17.5392      17.6343      17.7142      17.7349
      17.7296      17.7301      17.7079      17.6732      17.6989      17.7173
      17.6900      17.6899      17.7319      17.7366      17.7319      17.7587
      17.7991      17.8220      17.8419      17.8578      17.8576      17.7215
      17.5627      17.4258      17.3277      17.2388      17.2439      17.2218
      17.2262      17.2199      17.1820      17.1054      16.9981      16.7901
      16.5585      16.3873      16.3045      16.2611      16.2403      16.3065
      16.1053
      18.5645      18.4662      18.3045      18.2267      18.1416      18.1026
      18.0521      17.9500      17.8336      17.7109      17.5572      17.4240
      17.3419      17.2405      17.1739      17.1444      17.1520      17.1671
      17.2409      17.3283      17.4152      17.4904      17.5536      17.5682
      17.5654      17.5613      17.5495      17.5250      17.5530      17.5645
      17.5346      17.5211      17.5522      17.5430      17.5422      17.5739
      17.6194      17.6468      17.6761      17.6910      17.6786      17.5366
      17.3716      17.2249      17.1124      17.0172      17.0163      16.9814
      16.9730      16.9599      16.9197      16.8452      16.7464      16.5403
      16.3084      16.1227      16.0219      15.9638      15.9668      16.0113
      15.9567
      18.4574      18.3817      18.2079      18.1226      18.0279      17.9833
      17.9298      17.8339      17.7320      17.6250      17.4869      17.3703
      17.3041      17.2185      17.1617      17.1322      17.1315      17.1321
      17.1834      17.2432      17.3119      17.3657      17.4112      17.4168
      17.4131      17.4006      17.3955      17.3763      17.4049      17.4082
      17.3757      17.3505      17.3698      17.3478      17.3491      17.3877
      17.4401      17.4722      17.5115      17.5262      17.4999      17.3505
      17.1754      17.0128      16.8853      16.7837      16.7759      16.7353
      16.7172      16.6992      16.6561      16.5903      16.5055      16.3158
      16.0974      15.9067      15.7778      15.6987      15.7284      15.7206
      15.8827
      18.3908      18.3278      18.1472      18.0543      17.9512      17.9036
      17.8453      17.7559      17.6658      17.5757      17.4509      17.3514
      17.3003      17.2300      17.1820      17.1540      17.1460      17.1314
      17.1639      17.1965      17.2454      17.2786      17.3071      17.3018
      17.2978      17.2779      17.2783      17.2646      17.2916      17.2866
      17.2539      17.2178      17.2268      17.1962      17.2002      17.2437
      17.3026      17.3401      17.3871      17.3996      17.3582      17.1975
      17.0024      16.8172      16.6763      16.5716      16.5631      16.5283
      16.5107      16.4882      16.4446      16.3904      16.3273      16.1672
      15.9761      15.7916      15.6404      15.5403      15.5960      15.5240
      15.9203
      18.3422      18.2814      18.0993      17.9968      17.8872      17.8332
      17.7729      17.6902      17.6125      17.5365      17.4259      17.3403
      17.3030      17.2474      17.2086      17.1811      17.1664      17.1398
      17.1544      17.1627      17.1941      17.2104      17.2225      17.2100
      17.2067      17.1816      17.1873      17.1791      17.2047      17.1898
      17.1556      17.1098      17.1087      17.0672      17.0772      17.1262
      17.1885      17.2311      17.2854      17.2942      17.2392      17.0625
      16.8508      16.6456      16.4931      16.3886      16.3898      16.3609
      16.3477      16.3214      16.2772      16.2363      16.2012      16.0764
      15.9222      15.7541      15.5884      15.4727      15.5505      15.4258
      16.0189
      18.2918      18.2537      18.0641      17.9584      17.8408      17.7808
      17.7152      17.6397      17.5742      17.5141      17.4182      17.3496
      17.3236      17.2793      17.2472      17.2201      17.2001      17.1646
      17.1641      17.1509      17.1662      17.1675      17.1653      17.1460
      17.1435      17.1167      17.1264      17.1215      17.1444      17.1209
      17.0827      17.0295      17.0202      16.9703      16.9855      17.0416
      17.1066      17.1527      17.2139      17.2200      17.1513      16.9599
      16.7410      16.5203      16.3607      16.2587      16.2730      16.2509
      16.2427      16.2151      16.1748      16.1499      16.1409      16.0554
      15.9447      15.8009      15.6320      15.5084      15.6078      15.4322
      16.1911
      18.2544      18.2250      18.0351      17.9232      17.8003      17.7348
      17.6629      17.5943      17.5412      17.4949      17.4133      17.3620
      17.3468      17.3114      17.2868      17.2589      17.2337      17.1902
      17.1768      17.1446      17.1459      17.1327      17.1163      17.0914
      17.0897      17.0610      17.0749      17.0747      17.0965      17.0641
      17.0259      16.9683      16.9507      16.8930      16.9149      16.9752
      17.0394      17.0891      17.1568      17.1565      17.0742      16.8777
      16.6552      16.4249      16.2656      16.1717      16.1963      16.1864
      16.1830      16.1574      16.1252      16.1194      16.1367      16.0982
      16.0346      15.9221      15.7590      15.6373      15.7524      15.5470
      16.4171
      18.1950      18.1814      17.9909      17.8757      17.7481      17.6743
      17.5984      17.5366      17.4958      17.4628      17.3987      17.3635
      17.3571      17.3316      17.3130      17.2861      17.2561      17.2086
      17.1820      17.1340      17.1213      17.0959      17.0651      17.0369
      17.0360      17.0059      17.0234      17.0286      17.0460      17.0085
      16.9722      16.9126      16.8874      16.8269      16.8533      16.9154
      16.9772      17.0299      17.0984      17.0931      17.0016      16.8064
      16.5860      16.3563      16.1991      16.1182      16.1539      16.1554
      16.1591      16.1380      16.1115      16.1247      16.1707      16.1781
      16.1670      16.0924      15.9410      15.8259      15.9510      15.7287
      16.6577
      18.1181      18.1186      17.9318      17.8139      17.6816      17.5989
      17.5169      17.4641      17.4367      17.4191      17.3721      17.3517
      17.3513      17.3321      17.3176      17.2922      17.2604      17.2100
      17.1762      17.1142      17.0890      17.0552      17.0120      16.9793
      16.9818      16.9541      16.9714      16.9817      16.9938      16.9499
      16.9142      16.8553      16.8251      16.7657      16.7960      16.8598
      16.9177      16.9722      17.0389      17.0290      16.9293      16.7421
      16.5320      16.3114      16.1643      16.0975      16.1422      16.1515
      16.1630      16.1481      16.1360      16.1686      16.2450      16.2999
      16.3416      16.3063      16.1770      16.0728      16.2020      15.9650
      16.9225
      18.0375      18.0434      17.8654      17.7440      17.6096      17.5200
      17.4328      17.3892      17.3752      17.3708      17.3381      17.3322
      17.3379      17.3230      17.3121      17.2872      17.2529      17.1987
      17.1595      17.0882      17.0517      17.0070      16.9530      16.9190
      16.9240      16.8992      16.9211      16.9364      16.9438      16.8954
      16.8633      16.8057      16.7732      16.7151      16.7498      16.8125
      16.8631      16.9180      16.9813      16.9625      16.8567      16.6861
      16.4933      16.2893      16.1588      16.1124      16.1643      16.1837
      16.2036      16.1981      16.1995      16.2513      16.3526      16.4516
      16.5432      16.5507      16.4511      16.3682      16.4965      16.2694
      17.1927
      17.9891      17.9981      17.8253      17.7026      17.5699      17.4758
      17.3882      17.3537      17.3515      17.3563      17.3386      17.3423
      17.3534      17.3437      17.3352      17.3122      17.2763      17.2227
      17.1761      17.0975      17.0518      16.9989      16.9360      16.9038
      16.9121      16.8907      16.9167      16.9355      16.9375      16.8875
      16.8606      16.8091      16.7766      16.7209      16.7586      16.8180
      16.8601      16.9086      16.9664      16.9425      16.8359      16.6857
      16.5214      16.3446      16.2352      16.2118      16.2727      16.3036
      16.3323      16.3383      16.3530      16.4216      16.5446      16.6810
      16.8171      16.8646      16.7985      16.7411      16.8655      16.6722
      17.5040
      17.9329      17.9466      17.7862      17.6650      17.5346      17.4360
      17.3473      17.3198      17.3274      17.3403      17.3354      17.3482
      17.3634      17.3559      17.3510      17.3294      17.2940      17.2398
      17.1903      17.1068      17.0542      16.9961      16.9283      16.8994
      16.9142      16.8999      16.9287      16.9512      16.9479      16.8942
      16.8729      16.8299      16.7973      16.7482      16.7872      16.8403
      16.8726      16.9162      16.9671      16.9410      16.8388      16.7146
      16.5831      16.4399      16.3577      16.3556      16.4209      16.4608
      16.4943      16.5105      16.5407      16.6264      16.7683      16.9397
      17.1134      17.1981      17.1667      17.1352      17.2483      17.0905
      17.8065
      17.8813      17.8909      17.7469      17.6265      17.4975      17.3950
      17.3034      17.2833      17.3006      17.3234      17.3286      17.3516
      17.3680      17.3620      17.3574      17.3362      17.3000      17.2465
      17.1945      17.1109      17.0532      16.9894      16.9176      16.8927
      16.9107      16.9039      16.9372      16.9643      16.9560      16.9033
      16.8869      16.8527      16.8216      16.7793      16.8184      16.8646
      16.8852      16.9212      16.9645      16.9354      16.8408      16.7501
      16.6569      16.5513      16.4999      16.5221      16.5916      16.6411
      16.6835      16.7123      16.7582      16.8569      17.0112      17.2060
      17.4073      17.5218      17.5256      17.5207      17.6201      17.5023
      18.0801
      17.8377      17.8469      17.7136      17.5963      17.4727      17.3689
      17.2785      17.2647      17.2881      17.3173      17.3334      17.3612
      17.3794      17.3757      17.3698      17.3504      17.3151      17.2639
      17.2117      17.1287      17.0671      17.0005      16.9254      16.9046
      16.9268      16.9262      16.9625      16.9940      16.9809      16.9319
      16.9209      16.8961      16.8686      16.8350      16.8727      16.9102
      16.9182      16.9431      16.9750      16.9432      16.8614      16.8066
      16.7565      16.6951      16.6774      16.7232      16.7960      16.8532
      16.9062      16.9484      17.0096      17.1172      17.2789      17.4852
      17.7058      17.8422      17.8795      17.9035      17.9902      17.9245
      18.3455
      17.7724      17.7775      17.6610      17.5483      17.4303      17.3250
      17.2361      17.2276      17.2566      17.2901      17.3149      17.3481
      17.3658      17.3617      17.3569      17.3401      17.3050      17.2551
      17.2043      17.1238      17.0573      16.9901      16.9157      16.9001
      16.9264      16.9345      16.9726      17.0069      16.9892      16.9442
      16.9406      16.9277      16.9051      16.8814      16.9138      16.9411
      16.9370      16.9497      16.9704      16.9388      16.8709      16.8493
      16.8421      16.8251      16.8427      16.9104      16.9857      17.0526
      17.1135      17.1674      17.2420      17.3594      17.5246      17.7385
      17.9687      18.1219      18.1862      18.2315      18.3009      18.2826
      18.5488
      17.7337      17.7318      17.6328      17.5250      17.4132      17.3068
      17.2174      17.2123      17.2470      17.2829      17.3140      17.3511
      17.3681      17.3616      17.3562      17.3405      17.3064      17.2604
      17.2100      17.1352      17.0685      17.0021      16.9290      16.9182
      16.9479      16.9622      17.0021      17.0380      17.0200      16.9788
      16.9820      16.9797      16.9628      16.9464      16.9743      16.9928
      16.9743      16.9746      16.9838      16.9544      16.9020      16.9173
      16.9534      16.9821      17.0310      17.1183      17.1972      17.2739
      17.3426      17.4113      17.4988      17.6201      17.7837      18.0007
      18.2343      18.3989      18.4895      18.5554      18.6060      18.6343
      18.7444
      17.6871      17.6901      17.6013      17.4992      17.3940      17.2890
      17.2033      17.1993      17.2384      17.2759      17.3115      17.3508
      17.3676      17.3603      17.3535      17.3393      17.3040      17.2599
      17.2098      17.1388      17.0718      17.0073      16.9386      16.9327
      16.9653      16.9867      17.0282      17.0642      17.0449      17.0105
      17.0192      17.0292      17.0190      17.0114      17.0327      17.0396
      17.0082      16.9961      16.9952      16.9679      16.9325      16.9820
      17.0595      17.1284      17.2100      17.3168      17.3974      17.4813
      17.5604      17.6407      17.7387      17.8635      18.0208      18.2342
      18.4681      18.6414      18.7522      18.8368      18.8708      18.9341
      18.9081
      17.6451      17.6441      17.5684      17.4746      17.3775      17.2748
      17.1916      17.1886      17.2251      17.2609      17.2985      17.3393
      17.3550      17.3477      17.3420      17.3288      17.2950      17.2536
      17.2054      17.1375      17.0714      17.0087      16.9433      16.9418
      16.9773      17.0044      17.0446      17.0836      17.0643      17.0379
      17.0560      17.0779      17.0710      17.0724      17.0858      17.0787
      17.0342      17.0109      17.0008      16.9771      16.9607      17.0429
      17.1586      17.2646      17.3741      17.4969      17.5810      17.6714
      17.7578      17.8503      17.9569      18.0815      18.2326      18.4378
      18.6635      18.8394      18.9638      19.0604      19.0820      19.1745
      19.0412
      17.6243      17.6162      17.5571      17.4719      17.3846      17.2842
      17.2031      17.1997      17.2352      17.2691      17.3089      17.3488
      17.3633      17.3535      17.3444      17.3325      17.3013      17.2628
      17.2171      17.1559      17.0910      17.0314      16.9691      16.9722
      17.0089      17.0425      17.0823      17.1230      17.1039      17.0845
      17.1062      17.1361      17.1335      17.1411      17.1490      17.1326
      17.0777      17.0446      17.0248      17.0043      17.0056      17.1182
      17.2669      17.4106      17.5460      17.6836      17.7686      17.8666
      17.9582      18.0609      18.1737      18.2964      18.4375      18.6314
      18.8454      19.0196      19.1561      19.2624      19.2698      19.3856
      19.1511
      17.5839      17.5808      17.5280      17.4514      17.3708      17.2741
      17.1971      17.1922      17.2250      17.2575      17.2989      17.3382
      17.3515      17.3414      17.3305      17.3196      17.2875      17.2513
      17.2055      17.1485      17.0830      17.0275      16.9714      16.9785
      17.0169      17.0555      17.0940      17.1334      17.1165      17.1037
      17.1296      17.1673      17.1704      17.1814      17.1812      17.1563
      17.0934      17.0511      17.0262      17.0105      17.0280      17.1648
      17.3420      17.5135      17.6698      17.8185      17.9065      18.0094
      18.1080      18.2195      18.3365      18.4559      18.5868      18.7681
      18.9713      19.1430      19.2871      19.4001      19.3944      19.5284
      19.2047
      17.5642      17.5571      17.5130      17.4430      17.3695      17.2775
      17.2030      17.1954      17.2258      17.2533      17.2938      17.3334
      17.3442      17.3313      17.3214      17.3103      17.2779      17.2448
      17.2009      17.1479      17.0870      17.0355      16.9851      16.9964
      17.0343      17.0747      17.1114      17.1494      17.1322      17.1271
      17.1593      17.2039      17.2113      17.2286      17.2231      17.1881
      17.1154      17.0658      17.0336      17.0218      17.0558      17.2160
      17.4173      17.6142      17.7888      17.9430      18.0322      18.1387
      18.2418      18.3588      18.4779      18.5948      18.7161      18.8848
      19.0770      19.2458      19.3925      19.5087      19.4946      19.6364
      19.2590
      17.5428      17.5354      17.5010      17.4394      17.3735      17.2846
      17.2131      17.2030      17.2283      17.2516      17.2901      17.3272
